VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,total_amount,pickup_zone,pickup_borough,dropoff_zone
2,2019-01-01 02:34:25,2019-01-01 02:38:13,1,0.27,36,36,4.50,5.80,Bushwick North,Brooklyn,Bushwick North
2,2019-01-01 22:42:35,2019-01-01 22:47:35,1,1.12,36,38,6.00,7.30,Bushwick North,Brooklyn,Cambria Heights
2,2019-01-01 09:52:15,2019-01-01 10:05:07,1,6.18,39,43,18.50,21.30,Canarsie,Brooklyn,Central Park
1,2019-01-01 23:13:16,2019-01-01 23:22:56,2,1.00,48,36,7.50,8.80,Clinton East,Manhattan,Bushwick North
1,2019-01-01 07:31:17,2019-01-01 07:43:37,1,0.60,14,37,8.50,11.76,Bay Ridge,Brooklyn,Bushwick South
1,2019-01-01 13:56:54,2019-01-01 14:07:10,3,1.50,49,44,8.50,11.75,Clinton Hill,Brooklyn,Charleston/Tottenville
2,2019-01-01 02:10:25,2019-01-01 02:13:38,2,0.40,42,41,4.00,5.30,Central Harlem North,Manhattan,Central Harlem
2,2019-01-01 20:20:22,2019-01-01 20:25:19,2,0.94,41,25,5.50,6.80,Central Harlem,Manhattan,Boerum Hill
2,2019-01-01 02:32:45,2019-01-01 02:44:09,2,2.42,36,29,10.00,11.30,Bushwick North,Brooklyn,Brighton Beach
2,2019-01-01 02:46:29,2019-01-01 02:54:32,2,0.34,29,40,6.50,7.80,Brighton Beach,Brooklyn,Carroll Gardens
1,2019-01-01 05:34:42,2019-01-01 05:42:05,2,1.00,34,8,6.50,10.80,Brooklyn Navy Yard,Brooklyn,Astoria Park
1,2019-01-01 08:43:23,2019-01-01 08:54:44,2,1.70,8,18,9.50,12.95,Astoria Park,Queens,Bedford Park
1,2019-01-01 22:58:20,2019-01-01 22:59:07,1,0.10,18,18,20.00,60.80,Bedford Park,Bronx,Bedford Park
2,2019-01-01 03:11:20,2019-01-01 03:16:58,1,0.77,44,48,5.50,12.09,Charleston/Tottenville,Staten Island,Clinton East
2,2019-01-01 01:20:03,2019-01-01 01:29:21,1,1.19,32,31,7.50,14.12,Bronxdale,Bronx,Bronx Park
2,2019-01-01 01:35:06,2019-01-01 01:35:10,1,0.00,31,31,2.50,3.80,Bronx Park,Bronx,Bronx Park
2,2019-01-01 03:45:32,2019-01-01 03:58:10,1,1.85,31,33,9.50,11.30,Bronx Park,Bronx,Brooklyn Heights
2,2019-01-01 23:07:15,2019-01-01 23:10:36,2,1.36,36,37,5.50,8.16,Bushwick North,Brooklyn,Bushwick South
2,2019-01-01 00:12:56,2019-01-01 00:14:02,2,0.44,41,37,3.50,4.80,Central Harlem,Manhattan,Bushwick South
2,2019-01-01 18:19:44,2019-01-01 18:23:10,2,0.61,41,41,4.50,7.80,Central Harlem,Manhattan,Central Harlem
2,2019-01-01 14:26:31,2019-01-01 14:32:46,2,0.98,41,40,6.00,7.30,Central Harlem,Manhattan,Carroll Gardens
2,2019-01-01 00:33:42,2019-01-01 00:49:49,2,4.10,40,1,15.00,19.56,Carroll Gardens,Brooklyn,Newark Airport
2,2019-01-01 16:54:04,2019-01-01 17:14:30,2,2.78,1,43,14.00,17.30,Newark Airport,EWR,Central Park
2,2019-01-01 00:01:37,2019-01-01 00:12:01,1,1.28,50,14,8.50,11.76,Clinton West,Manhattan,Bay Ridge
2,2019-01-01 23:13:18,2019-01-01 23:39:19,1,9.38,14,25,29.50,30.80,Bay Ridge,Brooklyn,Boerum Hill
2,2019-01-01 00:40:41,2019-01-01 00:47:15,1,1.51,25,41,7.00,9.96,Boerum Hill,Brooklyn,Central Harlem
2,2019-01-01 08:54:09,2019-01-01 08:58:08,1,1.28,1,38,6.00,8.76,Newark Airport,EWR,Cambria Heights
1,2019-01-01 03:49:38,2019-01-01 04:10:30,1,2.80,46,45,15.00,16.30,City Island,Bronx,Chinatown
2,2019-01-01 13:19:47,2019-01-01 13:34:57,3,4.61,24,44,16.00,17.30,Bloomingdale,Manhattan,Charleston/Tottenville
2,2019-01-01 19:41:56,2019-01-01 19:51:31,3,1.89,44,42,9.00,10.30,Charleston/Tottenville,Staten Island,Central Harlem North
2,2019-01-01 22:52:57,2019-01-01 23:08:19,3,3.03,42,13,13.50,21.62,Central Harlem North,Manhattan,Battery Park City
1,2019-01-01 12:16:07,2019-01-01 12:22:24,2,1.20,39,38,7.00,9.55,Canarsie,Brooklyn,Cambria Heights
1,2019-01-01 09:27:08,2019-01-01 09:37:41,3,2.00,38,37,9.50,12.96,Cambria Heights,Queens,Bushwick South
1,2019-01-01 17:46:20,2019-01-01 17:57:08,2,3.70,40,29,12.50,16.55,Carroll Gardens,Brooklyn,Brighton Beach
1,2019-01-01 02:58:20,2019-01-01 03:19:06,2,2.10,29,33,14.50,18.95,Brighton Beach,Brooklyn,Brooklyn Heights
2,2019-01-01 23:22:35,2019-01-01 23:33:29,2,1.43,37,13,8.50,12.25,Bushwick South,Brooklyn,Battery Park City
2,2019-01-01 00:35:26,2019-01-01 00:41:31,1,1.34,13,33,6.50,9.36,Battery Park City,Manhattan,Brooklyn Heights
2,2019-01-01 10:44:54,2019-01-01 10:51:00,1,0.62,12,20,5.50,8.16,Battery Park,Manhattan,Belmont
1,2019-01-01 01:15:07,2019-01-01 01:34:17,3,9.70,38,41,28.00,43.81,Cambria Heights,Queens,Central Harlem
1,2019-01-01 23:36:40,2019-01-01 23:48:09,1,2.80,41,7,11.00,14.00,Central Harlem,Manhattan,Astoria
1,2019-01-01 09:50:52,2019-01-01 10:03:52,2,2.40,7,37,11.00,14.75,Astoria,Queens,Bushwick South
2,2019-01-01 01:20:44,2019-01-01 01:29:49,5,1.36,29,49,8.00,11.16,Brighton Beach,Brooklyn,Clinton Hill
2,2019-01-01 11:47:27,2019-01-01 12:12:35,5,4.09,18,41,18.50,22.77,Bedford Park,Bronx,Central Harlem
2,2019-01-01 16:10:24,2019-01-01 16:22:29,1,1.68,42,46,9.50,14.04,Central Harlem North,Manhattan,City Island
2,2019-01-01 09:29:26,2019-01-01 09:44:48,1,2.15,48,34,11.50,15.36,Clinton East,Manhattan,Brooklyn Navy Yard
2,2019-01-01 03:51:29,2019-01-01 04:02:30,1,1.02,40,18,8.50,10.78,Carroll Gardens,Brooklyn,Bedford Park
1,2019-01-01 08:27:02,2019-01-01 08:33:23,2,1.10,11,29,6.50,9.35,Bath Beach,Brooklyn,Brighton Beach
1,2019-01-01 23:39:51,2019-01-01 23:52:44,2,1.40,7,14,9.50,12.95,Astoria,Queens,Bay Ridge
2,2019-01-01 02:20:14,2019-01-01 02:45:04,6,5.14,44,43,19.50,20.80,Charleston/Tottenville,Staten Island,Central Park
2,2019-01-01 00:48:44,2019-01-01 01:08:33,6,3.58,42,7,15.00,18.80,Central Harlem North,Manhattan,Astoria
2,2019-01-01 23:15:57,2019-01-01 23:29:22,1,2.40,11,40,11.00,14.76,Bath Beach,Brooklyn,Carroll Gardens
2,2019-01-01 18:36:30,2019-01-01 18:44:33,1,2.33,41,24,9.00,10.30,Central Harlem,Manhattan,Bloomingdale
2,2018-12-31 02:52:16,2018-12-31 02:54:55,1,0.60,29,4,4.00,5.30,Brighton Beach,Brooklyn,Alphabet City
2,2019-01-01 17:19:26,2019-01-01 17:38:14,1,1.54,11,34,12.50,17.25,Bath Beach,Brooklyn,Brooklyn Navy Yard
2,2019-01-01 17:30:17,2019-01-01 17:50:29,1,4.10,13,45,16.50,27.09,Battery Park City,Manhattan,Chinatown
2,2019-01-01 06:38:08,2019-01-01 06:40:49,1,0.56,42,42,4.00,6.89,Central Harlem North,Manhattan,Central Harlem North
2,2019-01-01 02:42:12,2019-01-01 02:48:28,1,0.77,42,13,6.00,7.30,Central Harlem North,Manhattan,Battery Park City
2,2019-01-01 16:50:13,2019-01-01 17:41:35,1,3.88,13,46,29.50,30.80,Battery Park City,Manhattan,City Island
2,2019-01-01 00:47:42,2019-01-01 01:02:27,6,2.64,18,39,12.50,17.25,Bedford Park,Bronx,Canarsie
2,2019-01-01 16:29:04,2019-01-01 16:37:27,1,1.20,49,4,7.00,9.96,Clinton Hill,Brooklyn,Alphabet City
2,2019-01-01 22:38:39,2019-01-01 22:40:53,1,0.29,4,4,3.50,6.00,Alphabet City,Manhattan,Alphabet City
2,2019-01-01 16:28:20,2019-01-01 16:37:49,5,1.92,37,37,9.00,10.30,Bushwick South,Brooklyn,Bushwick South
2,2019-01-01 03:47:00,2019-01-01 03:55:10,6,1.20,20,29,7.00,10.79,Belmont,Bronx,Brighton Beach
2,2019-01-01 18:58:38,2019-01-01 19:05:38,5,0.84,33,29,6.00,8.76,Brooklyn Heights,Brooklyn,Brighton Beach
2,2019-01-01 00:16:22,2019-01-01 00:24:47,1,1.46,1,43,8.00,9.30,Newark Airport,EWR,Central Park
2,2019-01-01 03:27:42,2019-01-01 03:35:49,1,1.16,43,50,7.50,8.80,Central Park,Manhattan,Clinton West
2,2019-01-01 09:39:31,2019-01-01 09:55:00,1,3.37,48,12,13.50,14.80,Clinton East,Manhattan,Battery Park
2,2019-01-01 18:59:49,2019-01-01 19:10:22,1,2.08,12,1,9.50,10.80,Battery Park,Manhattan,Newark Airport
2,2019-01-01 01:31:18,2019-01-01 01:55:33,1,2.39,49,20,15.50,21.00,Clinton Hill,Brooklyn,Belmont
2,2019-01-01 07:33:36,2019-01-01 07:57:49,1,2.50,29,18,16.00,20.76,Brighton Beach,Brooklyn,Bedford Park
1,2019-01-01 22:24:24,2019-01-01 22:25:38,1,0.50,37,7,3.50,4.80,Bushwick South,Brooklyn,Astoria
1,2019-01-01 02:27:36,2019-01-01 02:38:54,1,1.50,7,18,9.00,12.35,Astoria,Queens,Bedford Park
1,2019-01-01 17:49:07,2019-01-01 17:57:24,1,1.20,18,40,7.00,9.95,Bedford Park,Bronx,Carroll Gardens
1,2019-01-01 08:59:32,2019-01-01 09:26:48,1,4.10,36,13,19.50,23.92,Bushwick North,Brooklyn,Battery Park City
1,2019-01-01 02:34:27,2019-01-01 02:38:26,2,0.20,11,12,4.50,5.80,Bath Beach,Brooklyn,Battery Park
1,2019-01-01 10:43:43,2019-01-01 10:44:27,1,0.20,12,12,3.00,4.30,Battery Park,Manhattan,Battery Park
1,2019-01-01 00:49:39,2019-01-01 01:00:21,2,1.60,14,29,9.00,12.85,Bay Ridge,Brooklyn,Brighton Beach
2,2019-01-01 02:37:12,2019-01-01 02:40:59,1,0.60,49,49,4.50,6.96,Clinton Hill,Brooklyn,Clinton Hill
2,2019-01-01 07:43:05,2019-01-01 07:50:13,1,1.04,49,49,6.50,9.36,Clinton Hill,Brooklyn,Clinton Hill
2,2019-01-01 03:52:12,2019-01-01 04:07:19,1,2.74,49,49,12.50,16.56,Clinton Hill,Brooklyn,Clinton Hill
1,2019-01-01 23:47:35,2019-01-01 23:56:02,1,0.90,18,18,7.00,9.95,Bedford Park,Bronx,Bedford Park
1,2019-01-01 13:57:00,2019-01-01 14:08:00,1,1.40,18,25,8.50,10.80,Bedford Park,Bronx,Boerum Hill
2,2019-01-01 18:22:37,2019-01-01 18:33:03,1,3.70,37,24,12.00,13.30,Bushwick South,Brooklyn,Bloomingdale
2,2019-01-01 01:36:31,2019-01-01 01:39:53,1,0.67,24,25,4.50,5.80,Bloomingdale,Manhattan,Boerum Hill
2,2019-01-01 08:45:01,2019-01-01 08:48:10,1,0.73,13,13,4.50,5.80,Battery Park City,Manhattan,Battery Park City
2,2019-01-01 17:52:08,2019-01-01 17:58:53,1,1.61,37,13,7.50,10.56,Bushwick South,Brooklyn,Battery Park City
1,2019-01-01 16:04:16,2019-01-01 16:30:50,1,5.80,48,26,22.00,23.30,Clinton East,Manhattan,Borough Park
1,2019-01-01 19:58:24,2019-01-01 20:06:24,1,1.40,29,20,7.00,10.35,Brighton Beach,Brooklyn,Belmont
2,2019-01-01 22:15:10,2019-01-01 22:23:58,1,1.85,36,1,9.00,13.39,Bushwick North,Brooklyn,Newark Airport
2,2019-01-01 09:27:58,2019-01-01 09:34:09,2,2.11,1,43,8.00,11.30,Newark Airport,EWR,Central Park
1,2019-01-01 23:29:38,2019-01-01 23:42:33,1,2.50,42,36,11.00,13.80,Central Harlem North,Manhattan,Bushwick North
1,2019-01-01 22:46:07,2019-01-01 22:47:30,1,0.30,36,36,3.50,5.80,Bushwick North,Brooklyn,Bushwick North
1,2019-01-01 23:50:39,2019-01-01 23:55:57,2,0.80,37,37,5.50,6.80,Bushwick South,Brooklyn,Bushwick South
1,2019-01-01 07:57:54,2019-01-01 08:25:27,2,1.20,37,30,16.50,17.80,Bushwick South,Brooklyn,Broad Channel
1,2019-01-01 07:23:04,2019-01-01 07:36:04,1,3.40,48,24,12.50,17.25,Clinton East,Manhattan,Bloomingdale
1,2019-01-01 01:40:47,2019-01-01 01:45:23,1,1.00,41,16,5.50,6.80,Central Harlem,Manhattan,Bayside
1,2019-01-01 18:47:28,2019-01-01 18:55:23,3,1.20,16,38,7.50,10.12,Bayside,Queens,Cambria Heights
2,2019-01-01 01:28:53,2019-01-01 01:31:04,2,0.42,13,13,3.50,5.76,Battery Park City,Manhattan,Battery Park City
2,2019-01-01 07:33:29,2019-01-01 07:38:00,2,1.30,13,40,6.00,7.30,Battery Park City,Manhattan,Carroll Gardens
2,2019-01-01 06:39:17,2019-01-01 06:51:45,2,3.41,40,41,12.50,16.56,Carroll Gardens,Brooklyn,Central Harlem
2,2019-01-01 17:35:19,2019-01-01 17:39:39,2,0.74,29,29,5.00,7.56,Brighton Beach,Brooklyn,Brighton Beach
2,2019-01-01 03:40:48,2019-01-01 03:50:47,2,1.28,7,20,8.00,11.16,Astoria,Queens,Belmont
2,2019-01-01 07:17:57,2019-01-01 07:31:58,1,1.98,25,7,10.50,14.16,Boerum Hill,Brooklyn,Astoria
2,2019-01-01 09:42:30,2019-01-01 09:54:50,1,1.89,7,11,10.00,11.30,Astoria,Queens,Bath Beach
2,2019-01-01 22:57:05,2019-01-01 23:08:52,1,2.31,11,8,9.50,12.96,Bath Beach,Brooklyn,Astoria Park
1,2019-01-01 07:17:45,2019-01-01 07:23:42,2,0.50,40,18,5.50,6.80,Carroll Gardens,Brooklyn,Bedford Park
1,2019-01-01 23:28:08,2019-01-01 23:31:43,1,0.00,18,40,4.00,5.30,Bedford Park,Bronx,Carroll Gardens
1,2019-01-01 22:36:36,2019-01-01 22:59:43,2,4.20,40,43,18.50,24.75,Carroll Gardens,Brooklyn,Central Park
2,2019-01-01 18:19:44,2019-01-01 18:35:51,5,4.30,13,13,15.00,18.75,Battery Park City,Manhattan,Battery Park City
2,2019-01-01 07:38:19,2019-01-01 08:07:02,5,7.34,13,6,25.50,26.80,Battery Park City,Manhattan,Arrochar/Fort Wadsworth
1,2019-01-01 07:43:24,2019-01-01 08:04:44,1,8.00,7,45,25.00,26.30,Astoria,Queens,Chinatown
1,2019-01-01 03:24:14,2019-01-01 03:41:33,1,5.50,13,7,18.00,24.10,Battery Park City,Manhattan,Astoria
1,2019-01-01 17:21:28,2019-01-01 17:34:59,2,1.10,18,7,9.50,10.80,Bedford Park,Bronx,Astoria
1,2019-01-01 08:52:43,2019-01-01 08:57:58,1,1.10,7,37,5.50,8.15,Astoria,Queens,Bushwick South
2,2019-01-01 09:32:42,2019-01-01 09:42:06,1,1.94,31,40,9.00,10.30,Bronx Park,Bronx,Carroll Gardens
2,2019-01-01 18:46:00,2019-01-01 18:49:52,1,0.60,49,49,4.50,5.80,Clinton Hill,Brooklyn,Clinton Hill
2,2019-01-01 01:51:10,2019-01-01 02:17:30,1,4.54,49,6,20.00,21.30,Clinton Hill,Brooklyn,Arrochar/Fort Wadsworth
1,2019-01-01 07:06:38,2019-01-01 07:20:09,2,3.90,39,42,14.00,19.85,Canarsie,Brooklyn,Central Harlem North
1,2019-01-01 18:35:42,2019-01-01 18:42:52,1,1.40,38,39,7.50,8.80,Cambria Heights,Queens,Canarsie
1,2019-01-01 08:45:26,2019-01-01 08:48:44,2,0.50,39,43,4.50,7.20,Canarsie,Brooklyn,Central Park
1,2019-01-01 17:57:11,2019-01-01 18:04:28,2,1.70,43,36,8.00,10.70,Central Park,Manhattan,Bushwick North
2,2019-01-01 02:19:33,2019-01-01 02:31:34,2,1.52,34,33,9.50,10.80,Brooklyn Navy Yard,Brooklyn,Brooklyn Heights
2,2019-01-01 18:32:48,2019-01-01 18:43:35,2,2.75,33,12,10.50,11.80,Brooklyn Heights,Brooklyn,Battery Park
2,2019-01-01 09:46:26,2019-01-01 09:48:50,2,0.57,12,12,4.00,5.30,Battery Park,Manhattan,Battery Park
2,2019-01-01 07:56:18,2019-01-01 08:12:06,2,2.37,41,39,12.00,13.30,Central Harlem,Manhattan,Canarsie
1,2019-01-01 22:01:19,2019-01-01 22:25:44,1,9.10,36,2,28.00,36.60,Bushwick North,Brooklyn,Jamaica Bay
1,2019-01-01 02:31:22,2019-01-01 02:39:00,2,0.50,33,16,6.50,9.35,Brooklyn Heights,Brooklyn,Bayside
1,2019-01-01 18:39:57,2019-01-01 19:00:14,2,6.00,16,14,20.50,21.80,Bayside,Queens,Bay Ridge
1,2019-01-01 03:36:23,2019-01-01 03:59:21,2,3.10,15,39,16.00,20.75,Bay Terrace/Fort Totten,Queens,Canarsie
2,2019-01-01 08:12:27,2019-01-01 08:20:45,1,0.79,7,20,6.50,7.80,Astoria,Queens,Belmont
2,2019-01-01 02:06:14,2019-01-01 02:13:52,1,2.59,29,41,9.50,11.80,Brighton Beach,Brooklyn,Central Harlem
2,2019-01-01 10:29:03,2019-01-01 10:35:42,1,1.17,12,7,6.50,9.60,Battery Park,Manhattan,Astoria
2,2019-01-01 05:49:23,2019-01-01 05:55:44,1,0.64,11,48,6.00,8.76,Bath Beach,Brooklyn,Clinton East
2,2019-01-01 22:56:38,2019-01-01 23:11:20,1,2.61,48,20,12.00,15.96,Clinton East,Manhattan,Belmont
2,2019-01-01 18:09:48,2019-01-01 18:19:03,1,3.40,8,48,11.50,12.80,Astoria Park,Queens,Clinton East
2,2019-01-01 01:32:52,2019-01-01 01:50:52,1,8.02,10,1,24.50,25.80,Baisley Park,Queens,Newark Airport
2,2019-01-01 01:22:15,2019-01-01 01:39:44,2,2.24,44,20,12.50,15.18,Charleston/Tottenville,Staten Island,Belmont
2,2019-01-01 20:49:39,2019-01-01 20:56:54,2,1.22,37,12,6.50,9.36,Bushwick South,Brooklyn,Battery Park
1,2019-01-01 22:12:10,2019-01-01 22:18:23,1,1.30,20,12,6.50,9.35,Belmont,Bronx,Battery Park
1,2019-01-01 09:26:07,2019-01-01 09:57:48,1,3.30,11,8,19.50,26.00,Bath Beach,Brooklyn,Astoria Park
1,2019-01-01 18:59:02,2019-01-01 19:07:24,1,1.30,8,13,7.00,9.30,Astoria Park,Queens,Battery Park City
2,2019-01-01 07:16:25,2019-01-01 07:27:12,1,1.62,42,40,9.00,10.30,Central Harlem North,Manhattan,Carroll Gardens
2,2019-01-01 08:31:24,2019-01-01 08:42:25,1,1.58,41,20,8.00,11.00,Central Harlem,Manhattan,Belmont
2,2019-01-01 16:50:52,2019-01-01 17:01:40,1,1.44,20,13,8.00,10.70,Belmont,Bronx,Battery Park City
2,2019-01-01 09:11:19,2019-01-01 09:21:32,1,1.47,24,38,8.50,12.25,Bloomingdale,Manhattan,Cambria Heights
2,2019-01-01 08:23:38,2019-01-01 08:28:40,1,1.11,38,42,6.00,9.12,Cambria Heights,Queens,Central Harlem North
2,2019-01-01 22:31:14,2019-01-01 22:34:38,1,0.88,42,39,5.00,8.19,Central Harlem North,Manhattan,Canarsie
2,2019-01-01 17:38:22,2019-01-01 17:43:49,1,1.69,43,36,7.00,8.30,Central Park,Manhattan,Bushwick North
2,2019-01-01 22:48:40,2019-01-01 22:51:33,1,0.44,36,36,4.00,6.89,Bushwick North,Brooklyn,Bushwick North
2,2019-01-01 01:56:50,2019-01-01 02:14:55,1,4.75,37,46,17.00,20.30,Bushwick South,Brooklyn,City Island
2,2019-01-01 09:11:20,2019-01-01 09:26:57,5,5.52,48,40,18.00,28.11,Clinton East,Manhattan,Carroll Gardens
2,2019-01-01 05:28:35,2019-01-01 05:32:45,5,1.34,40,13,6.00,8.76,Carroll Gardens,Brooklyn,Battery Park City
2,2019-01-01 08:37:10,2019-01-01 08:53:28,5,8.18,25,41,24.00,25.30,Boerum Hill,Brooklyn,Central Harlem
2,2019-01-01 07:05:35,2019-01-01 07:13:25,1,1.77,37,36,8.00,12.09,Bushwick South,Brooklyn,Bushwick North
2,2019-01-01 17:18:42,2019-01-01 17:20:45,1,0.52,13,36,3.50,4.80,Battery Park City,Manhattan,Bushwick North
2,2019-01-01 01:29:51,2019-01-01 01:42:45,1,2.69,13,42,11.50,15.36,Battery Park City,Manhattan,Central Harlem North
2,2019-01-01 00:35:37,2019-01-01 00:53:09,2,2.77,36,45,13.50,20.56,Bushwick North,Brooklyn,Chinatown
2,2019-01-01 08:58:00,2019-01-01 09:17:11,1,13.33,45,16,36.00,37.30,Chinatown,Manhattan,Bayside
2,2019-01-01 18:22:51,2019-01-01 18:27:09,1,0.52,7,7,4.50,5.80,Astoria,Queens,Astoria
2,2019-01-01 07:47:03,2019-01-01 08:13:28,1,10.63,38,24,31.00,43.77,Cambria Heights,Queens,Bloomingdale
2,2019-01-01 17:10:03,2019-01-01 17:22:18,1,0.93,7,14,8.00,9.30,Astoria,Queens,Bay Ridge
2,2019-01-01 01:27:54,2019-01-02 01:22:18,1,3.18,14,31,15.00,16.30,Bay Ridge,Brooklyn,Bronx Park
2,2019-01-01 08:13:44,2019-01-01 08:30:24,3,0.85,11,14,10.50,11.80,Bath Beach,Brooklyn,Bay Ridge
2,2019-01-01 03:33:55,2019-01-01 03:46:15,2,0.71,14,20,8.50,11.76,Bay Ridge,Brooklyn,Belmont
2,2019-01-01 07:51:00,2019-01-01 08:06:25,2,1.69,12,34,10.50,14.16,Battery Park,Manhattan,Brooklyn Navy Yard
1,2019-01-01 18:27:40,2019-01-01 18:30:08,2,0.60,29,29,4.00,5.30,Brighton Beach,Brooklyn,Brighton Beach
1,2019-01-01 02:37:18,2019-01-01 02:47:15,1,1.10,29,44,8.00,11.00,Brighton Beach,Brooklyn,Charleston/Tottenville
1,2019-01-01 08:48:43,2019-01-01 08:55:40,2,1.30,44,37,7.00,9.96,Charleston/Tottenville,Staten Island,Bushwick South
1,2019-01-01 22:59:07,2019-01-01 23:26:02,3,4.90,37,33,23.00,29.15,Bushwick South,Brooklyn,Brooklyn Heights
1,2019-01-01 02:07:41,2019-01-01 02:09:14,1,0.30,44,44,3.50,4.80,Charleston/Tottenville,Staten Island,Charleston/Tottenville
1,2019-01-01 04:17:18,2019-01-01 04:20:37,1,0.70,44,44,4.50,5.80,Charleston/Tottenville,Staten Island,Charleston/Tottenville
1,2019-01-01 02:46:16,2019-01-01 02:58:34,2,3.80,24,48,14.00,15.30,Bloomingdale,Manhattan,Clinton East
2,2019-01-01 02:09:20,2019-01-01 02:15:50,3,1.13,13,41,6.50,11.75,Battery Park City,Manhattan,Central Harlem
2,2019-01-01 01:41:05,2019-01-01 01:51:55,1,2.66,12,38,10.50,14.16,Battery Park,Manhattan,Cambria Heights
2,2019-01-01 03:54:50,2019-01-01 03:58:47,1,1.33,38,1,5.50,6.80,Cambria Heights,Queens,Newark Airport
1,2019-01-01 08:22:25,2019-01-01 09:14:55,1,6.20,13,48,32.50,33.80,Battery Park City,Manhattan,Clinton East
2,2019-01-01 03:27:17,2019-01-01 03:31:34,2,0.64,29,13,5.00,8.30,Brighton Beach,Brooklyn,Battery Park City
2,2019-01-01 03:39:01,2019-01-01 04:09:35,2,4.73,13,43,22.00,29.91,Battery Park City,Manhattan,Central Park
2,2019-01-01 23:31:30,2019-01-01 23:42:58,6,2.94,41,29,11.00,14.76,Central Harlem,Manhattan,Brighton Beach
2,2019-01-01 00:59:03,2019-01-01 01:14:47,6,1.06,14,36,10.50,14.16,Bay Ridge,Brooklyn,Bushwick North
2,2019-01-01 03:28:03,2019-01-01 03:35:35,2,0.62,13,34,6.00,8.76,Battery Park City,Manhattan,Brooklyn Navy Yard
2,2019-01-01 16:14:57,2019-01-01 16:30:56,1,2.34,48,39,12.50,16.56,Clinton East,Manhattan,Canarsie
2,2019-01-01 22:33:12,2019-01-01 22:38:50,1,1.31,39,43,6.50,9.80,Canarsie,Brooklyn,Central Park
2,2019-01-01 23:43:12,2019-01-01 23:49:16,1,1.15,38,41,6.50,9.36,Cambria Heights,Queens,Central Harlem
1,2019-01-01 14:58:12,2019-01-01 15:13:44,1,2.10,18,31,11.50,12.80,Bedford Park,Bronx,Bronx Park
1,2019-01-01 16:25:46,2019-01-01 16:33:29,2,0.10,40,40,6.00,8.75,Carroll Gardens,Brooklyn,Carroll Gardens
1,2019-01-01 09:45:10,2019-01-01 10:06:24,2,2.80,40,33,15.50,16.80,Carroll Gardens,Brooklyn,Brooklyn Heights
2,2019-01-01 19:09:04,2019-01-01 19:16:14,1,1.69,13,37,8.00,9.30,Battery Park City,Manhattan,Bushwick South
2,2019-01-01 03:23:30,2019-01-01 03:37:08,1,5.39,11,20,17.50,24.44,Bath Beach,Brooklyn,Belmont
2,2019-01-01 01:55:18,2019-01-01 02:11:29,1,1.93,34,4,11.50,12.80,Brooklyn Navy Yard,Brooklyn,Alphabet City
2,2019-01-01 06:28:10,2019-01-01 07:00:16,2,5.58,36,12,23.50,31.00,Bushwick North,Brooklyn,Battery Park
1,2019-01-01 09:24:24,2019-01-01 09:29:00,1,0.70,13,11,5.00,6.30,Battery Park City,Manhattan,Bath Beach
1,2019-01-01 16:35:40,2019-01-01 17:04:12,2,9.70,31,41,31.00,32.30,Bronx Park,Bronx,Central Harlem
1,2019-01-01 08:51:45,2019-01-01 09:05:37,2,2.70,29,5,12.50,17.25,Brighton Beach,Brooklyn,Arden Heights
2,2019-01-01 01:18:42,2019-01-01 01:29:55,5,2.03,39,13,10.00,13.56,Canarsie,Brooklyn,Battery Park City
2,2019-01-01 16:32:36,2019-01-01 16:58:10,5,7.29,12,29,25.00,34.19,Battery Park,Manhattan,Brighton Beach
1,2019-01-01 02:39:33,2019-01-01 03:04:44,1,3.20,49,50,17.50,23.50,Clinton Hill,Brooklyn,Clinton West
1,2019-01-01 18:34:44,2019-01-01 18:37:03,2,0.80,37,37,4.50,5.80,Bushwick South,Brooklyn,Bushwick South
1,2019-01-01 00:43:07,2019-01-01 01:05:28,2,2.50,37,13,15.50,20.15,Bushwick South,Brooklyn,Battery Park City
2,2019-01-01 23:10:53,2019-01-01 23:24:44,2,5.25,16,28,17.00,21.96,Bayside,Queens,Briarwood/Jamaica Hills
2,2019-01-01 08:30:30,2019-01-01 08:53:44,2,6.79,31,29,23.00,30.38,Bronx Park,Bronx,Brighton Beach
2,2019-01-01 23:55:38,2019-01-02 00:01:03,2,1.41,7,33,6.50,7.80,Astoria,Queens,Brooklyn Heights
1,2019-01-01 23:24:04,2019-01-01 23:46:19,2,2.10,18,12,14.50,19.80,Bedford Park,Bronx,Battery Park
1,2019-01-01 18:58:23,2019-01-01 19:15:59,2,3.20,11,12,14.00,19.85,Bath Beach,Brooklyn,Battery Park
1,2019-01-01 00:57:46,2019-01-01 01:22:47,4,2.90,36,14,17.00,23.75,Bushwick North,Brooklyn,Bay Ridge
2,2019-01-01 02:31:55,2019-01-01 02:36:06,4,1.32,37,36,6.00,7.30,Bushwick South,Brooklyn,Bushwick North
1,2019-01-01 00:22:37,2019-01-01 00:26:24,1,1.50,24,13,6.00,7.88,Bloomingdale,Manhattan,Battery Park City
1,2019-01-01 16:27:14,2019-01-01 16:33:06,2,1.50,13,29,7.00,8.30,Battery Park City,Manhattan,Brighton Beach
